"rep","flow","fao_group","max_scheda"
"578","1","8",1112
"578","1","9",1119
"578","1","A",1121
"580","2","1",111
"583","2","1",111
"583","1","3",1111
"584","1","1",111
"584","1","4",111
"585","2","1",1181
"585","2","2",111
"585","2","3",1139
"585","2","5",1113
"585","2","8",1121
"585","1","1",1267
"585","1","2",1147
"585","1","3",1207
"585","1","4",1189
"585","1","5",1149
"585","1","6",1112
"585","1","7",1114
"585","1","8",1115
"585","1","9",1123
"585","1","A",1113
"586","2","1",1222
"586","2","2",1157
"586","2","3",1218
"586","2","4",1135
"586","2","5",1123
"586","2","6",1113
"586","2","7",1113
"586","2","8",1115
"586","2","9",1112
"586","2","A",1113
"586","1","1",1189
"586","1","2",1127
"586","1","3",1149
"586","1","4",1124
"586","1","5",1122
"586","1","6",1114
"586","1","7",1114
"586","1","8",1116
"586","1","9",1118
"586","1","A",1112
"586","3","1",1116
"586","3","2",1112
"586","3","3",1112
"586","3","4",1114
"586","3","8",111
"591","2","1",1213
"591","2","2",1123
"591","2","3",1199
"591","2","4",1131
"591","2","5",1127
"591","2","6",1112
"591","2","7",1113
"591","2","8",1114
"591","2","9",1116
"591","2","A",1112
"591","1","1",1253
"591","1","2",1137
"591","1","3",1219
"591","1","4",1179
"591","1","5",1128
"591","1","6",1113
"591","1","7",1111
"591","1","8",1115
"591","1","9",1116
"591","1","A",1114
"591","3","1",1113
"591","3","3",1114
"591","3","4",1117
"591","3","5",1111
"591","3","8",111
"591","3","9",111
"598","2","1",1358
"598","2","2",1157
"598","2","3",1223
"598","2","4",1213
"598","2","5",1124
"598","2","6",1114
"598","2","7",111
"598","2","8",1127
"598","2","9",111
"598","2","A",1110
"598","1","1",1349
"598","1","2",1162
"598","1","3",1308
"598","1","4",1243
"598","1","5",1159
"598","1","6",1114
"598","1","7",1113
"598","1","8",1118
"598","1","9",1121
"598","1","A",1110
"598","3","3",1111
"598","3","4",1112
"598","3","6",111
"600","2","1",1124
"600","2","2",111
"600","2","4",1111
"600","2","A",1110
"600","1","1",1228
"600","1","2",1134
"600","1","3",1169
"600","1","4",1157
"600","1","5",1124
"600","1","6",1115
"600","1","7",1112
"600","1","8",1111
"600","1","9",1117
"600","1","A",1110
"604","2","1",1387
"604","2","2",1189
"604","2","3",1239
"604","2","4",1234
"604","2","5",1147
"604","2","6",1118
"604","2","7",1142
"604","2","8",1111
"604","2","9",1114
"604","2","A",1113
"604","1","1",1264
"604","1","2",1145
"604","1","3",1211
"604","1","4",1153
"604","1","5",1133
"604","1","6",1142
"604","1","7",1115
"604","1","8",1112
"604","1","9",1114
"604","1","A",1113
"608","2","1",1309
"608","2","2",1274
"608","2","3",1312
"608","2","4",1269
"608","2","5",1239
"608","2","6",1137
"608","2","7",1115
"608","2","8",1126
"608","2","9",1121
"608","2","A",1121
"608","1","1",1349
"608","1","2",1285
"608","1","3",1309
"608","1","4",1283
"608","1","5",1214
"608","1","6",1165
"608","1","7",1125
"608","1","8",1122
"608","1","9",1129
"608","1","A",1119
"616","2","1",1695
"616","2","2",1166
"616","2","3",1246
"616","2","4",1169
"616","2","5",1141
"616","2","6",1119
"616","2","7",1113
"616","2","8",1112
"616","2","9",1113
"616","2","A",1112
"616","1","1",1782
"616","1","2",1168
"616","1","3",1308
"616","1","4",1172
"616","1","5",1139
"616","1","6",1123
"616","1","7",1113
"616","1","8",1112
"616","1","9",1126
"616","1","A",1112
"620","2","1",2015
"620","2","2",1305
"620","2","3",1555
"620","2","4",1298
"620","2","5",1164
"620","2","6",1114
"620","2","7",112
"620","2","8",1116
"620","2","9",1114
"620","2","A",1113
"620","1","1",11201
"620","1","2",1299
"620","1","3",1562
"620","1","4",1255
"620","1","5",1166
"620","1","6",1171
"620","1","7",112
"620","1","8",1115
"620","1","9",1114
"620","1","A",1111
"624","2","2",111
"624","2","3",121
"624","1","1",1149
"624","1","2",113
"624","1","3",1123
"624","1","4",1149
"624","1","5",1119
"624","1","6",1112
"624","1","7",111
"626","2","2",1111
"626","2","4",1111
"626","2","5",1111
"626","2","8",111
"626","2","9",1117
"626","1","1",1407
"626","1","2",1119
"626","1","3",1264
"626","1","4",1118
"626","1","5",1114
"626","1","6",1111
"626","1","7",111
"626","1","8",1111
"626","1","9",1111
"626","3","2",1111
"626","3","4",111
"626","3","5",1111
"626","3","8",111
"634","2","1",1149
"634","2","2",1119
"634","2","3",1123
"634","2","4",1113
"634","2","5",111
"634","2","6",111
"634","2","8",1111
"634","2","9",111
"634","1","1",1473
"634","1","2",1173
"634","1","3",1256
"634","1","4",1194
"634","1","5",1161
"634","1","6",1114
"634","1","7",1112
"634","1","8",1116
"634","1","9",1118
"634","1","A",1113
"634","3","1",1136
"634","3","2",1116
"634","3","3",1122
"634","3","4",1115
"634","3","5",1111
"634","3","9",111
"638","2","1",1134
"638","2","2",1114
"638","2","3",1119
"638","2","4",1122
"638","2","5",1113
"638","2","6",111
"638","2","7",111
"638","1","1",1215
"638","1","2",1131
"638","1","3",1161
"638","1","4",1147
"638","1","5",1122
"638","1","6",1113
"638","1","7",1111
"638","1","8",111
"638","1","9",1111
"638","1","A",1110
"642","2","1",1404
"642","2","2",1146
"642","2","3",1217
"642","2","4",1157
"642","2","5",1131
"642","2","6",1115
"642","2","7",1111
"642","2","8",1113
"642","2","9",1113
"642","2","A",1110
"642","1","1",1678
"642","1","2",1164
"642","1","3",1314
"642","1","4",1168
"642","1","5",1137
"642","1","6",1118
"642","1","7",1112
"642","1","8",1115
"642","1","9",1113
"642","1","A",1111
"643","2","1",1183
"643","2","2",1121
"643","2","3",1123
"643","2","4",1119
"643","2","5",1113
"643","2","6",1112
"643","2","7",111
"643","2","9",1111
"643","2","A",1110
"643","1","1",1302
"643","1","2",1136
"643","1","3",1224
"643","1","4",1145
"643","1","5",1123
"643","1","6",1111
"643","1","7",111
"643","1","8",1111
"643","1","9",1111
"643","1","A",1110
"646","2","1",1126
"646","2","2",1119
"646","2","3",1112
"646","2","4",1117
"646","2","6",111
"646","2","7",111
"646","2","A",1111
"646","1","1",1221
"646","1","2",1129
"646","1","3",1142
"646","1","4",1126
"646","1","5",1119
"646","1","6",1112
"646","1","7",111
"646","1","8",1111
"646","1","9",1113
"646","1","A",1112
"646","3","1",1112
"646","3","2",1112
"646","3","4",1112
"654","2","3",111
"654","1","1",111
"654","1","2",111
"654","1","3",111
"659","2","1",1144
"659","2","2",1119
"659","2","3",1132
"659","2","4",1112
"659","2","5",111
"659","2","9",111
"659","2","A",1110
"659","1","1",1336
"659","1","2",1155
"659","1","3",1161
"659","1","4",1142
"659","1","5",1123
"659","1","6",1114
"659","1","7",111
"659","1","8",1111
"659","1","9",1111
"659","1","A",1111
"659","3","1",1112
"659","3","2",1113
"659","3","3",1114
"659","3","4",1111
"659","3","A",1110
"662","2","1",1268
"662","2","2",1125
"662","2","3",1134
"662","2","4",1114
"662","2","5",111
"662","2","7",111
"662","2","8",111
"662","2","9",1117
"662","1","1",1429
"662","1","2",1256
"662","1","3",1267
"662","1","4",1307
"662","1","5",1161
"662","1","6",1114
"662","1","7",1111
"662","1","8",1111
"662","1","9",1114
"662","1","A",1110
"662","3","1",1116
"662","3","3",1112
"662","3","4",1114
"662","3","8",111
"662","3","9",111
"666","2","1",1113
"666","2","2",1111
"666","2","3",111
"666","1","1",1118
"666","1","2",111
"666","1","3",1115
"666","1","4",1116
"666","1","5",1112
"670","2","1",1294
"670","2","2",1148
"670","2","3",1199
"670","2","4",1114
"670","2","5",1117
"670","2","6",1112
"670","2","7",111
"670","2","8",111
"670","2","9",111
"670","2","A",1110
"670","1","1",1295
"670","1","2",1146
"670","1","3",1205
"670","1","4",1139
"670","1","5",1126
"670","1","6",1112
"670","1","7",1112
"670","1","8",1111
"670","1","9",1111
"670","1","A",1112
"670","3","2",1115
"670","3","4",1112
"670","3","5",111
"670","3","8",111
"678","2","1",1142
"678","2","2",1115
"678","2","3",1124
"678","1","1",1169
"678","1","2",1124
"678","1","3",1149
"678","1","4",1141
"678","1","5",1117
"678","1","6",1113
"678","1","7",111
"678","1","8",111
"678","1","9",1111
"682","2","1",1403
"682","2","2",1147
"682","2","3",1262
"682","2","4",1182
"682","2","5",1148
"682","2","6",1113
"682","2","8",1117
"682","2","9",1113
"682","2","A",1113
"682","1","1",1473
"682","1","2",1217
"682","1","3",1277
"682","1","4",1184
"682","1","5",1162
"682","1","6",1123
"682","1","7",1122
"682","1","8",1119
"682","1","9",1125
"682","1","A",1122
"682","3","1",1189
"682","3","2",1119
"682","3","3",1128
"682","3","4",1117
"682","3","5",1115
"682","3","7",111
"686","2","1",1475
"686","2","2",1219
"686","2","3",1374
"686","2","4",1181
"686","2","5",1129
"686","2","6",1118
"686","2","7",1112
"686","2","8",111
"686","2","9",1112
"686","2","A",1110
"686","1","1",1275
"686","1","2",1191
"686","1","3",1374
"686","1","4",1221
"686","1","5",1158
"686","1","6",1115
"686","1","7",1113
"686","1","8",1112
"686","1","9",1114
"686","1","A",1111
"686","3","1",1124
"686","3","2",1112
"686","3","3",1119
"686","3","4",1114
"686","3","5",111
"686","3","6",111
"688","2","1",1247
"688","2","2",1125
"688","2","3",1159
"688","2","4",1158
"688","2","5",1118
"688","2","6",1113
"688","2","7",111
"688","2","8",1111
"688","2","9",1113
"688","1","1",1607
"688","1","2",1148
"688","1","3",1317
"688","1","4",1167
"688","1","5",1134
"688","1","6",1118
"688","1","7",111
"688","1","8",1111
"688","1","9",1113
"688","1","A",1110
"688","3","2",111
"688","3","4",1113
"690","2","1",1488
"690","2","2",1123
"690","2","3",1129
"690","2","4",1113
"690","2","5",1111
"690","2","6",1116
"690","2","7",1111
"690","2","8",111
"690","2","9",111
"690","2","A",1110
"690","1","1",1537
"690","1","2",1132
"690","1","3",1143
"690","1","4",1125
"690","1","5",1119
"690","1","6",1115
"690","1","7",1111
"690","1","8",1111
"690","1","9",1111
"690","1","A",1110
"690","3","1",1117
"690","3","2",1114
"690","3","3",1129
"690","3","4",1117
"690","3","5",1112
"690","3","9",111
"690","3","A",1110
"694","2","1",1383
"694","2","2",1192
"694","2","3",1219
"694","2","4",1235
"694","2","5",1116
"694","2","A",1110
"694","1","1",1339
"694","1","2",1187
"694","1","3",1223
"694","1","4",1228
"694","1","5",1139
"694","1","6",1114
"694","1","7",1114
"694","1","8",1114
"694","1","9",1118
"694","3","3",111
"702","2","1",11616
"702","2","2",11197
"702","2","3",11634
"702","2","4",11267
"702","2","5",11222
"702","2","6",11136
"702","2","7",11123
"702","2","8",1116
"702","2","9",1128
"702","2","A",1114
"702","1","1",11639
"702","1","2",11199
"702","1","3",11635
"702","1","4",11268
"702","1","5",11219
"702","1","6",11136
"702","1","7",11123
"702","1","8",1116
"702","1","9",1126
"702","1","A",1114
"703","2","1",1402
"703","2","2",1137
"703","2","3",1179
"703","2","4",1163
"703","2","5",1132
"703","2","6",1115
"703","2","7",1111
"703","2","8",1115
"703","2","9",1113
"703","2","A",1112
"703","1","1",1643
"703","1","2",1154
"703","1","3",1269
"703","1","4",1164
"703","1","5",1138
"703","1","6",1118
"703","1","7",1112
"703","1","8",1116
"703","1","9",1117
"703","1","A",1112
"704","2","1",1493
"704","2","2",1167
"704","2","3",1431
"704","2","4",1153
"704","2","5",1207
"704","2","6",1112
"704","2","7",111
"704","2","8",1113
"704","2","9",1133
"704","2","A",1114
"704","1","1",1402
"704","1","2",1158
"704","1","3",1249
"704","1","4",1172
"704","1","5",1161
"704","1","6",1128
"704","1","7",1129
"704","1","8",112
"704","1","9",1135
"704","1","A",1113
"705","2","1",1465
"705","2","2",1144
"705","2","3",1269
"705","2","4",1158
"705","2","5",1134
"705","2","6",1117
"705","2","7",1111
"705","2","8",1114
"705","2","9",1113
"705","2","A",1112
"705","1","1",1639
"705","1","2",1165
"705","1","3",1312
"705","1","4",1165
"705","1","5",1139
"705","1","6",1119
"705","1","7",1111
"705","1","8",1115
"705","1","9",1113
"705","1","A",1112
"706","2","1",113
"706","2","2",111
"706","2","3",112
"706","2","4",113
"706","1","1",111
"706","1","2",112
"706","1","4",113
"710","2","1",1385
"710","2","2",1157
"710","2","3",1234
"710","2","4",1221
"710","2","5",1196
"710","2","6",1113
"710","2","7",111
"710","2","8",1113
"710","2","9",1116
"710","2","A",1111
"710","1","1",1325
"710","1","2",1156
"710","1","3",1192
"710","1","4",1217
"710","1","5",1179
"710","1","6",1125
"710","1","7",111
"710","1","8",1113
"710","1","9",1116
"710","1","A",1111
"716","2","1",1226
"716","2","2",1159
"716","2","3",1139
"716","2","4",1157
"716","2","5",1117
"716","2","6",111
"716","2","7",1115
"716","2","8",1111
"716","2","A",1111
"716","1","1",1391
"716","1","2",1181
"716","1","3",1336
"716","1","4",1204
"716","1","5",1171
"716","1","6",1131
"716","1","7",1114
"716","1","8",1113
"716","1","9",1115
"716","1","A",1111
"716","3","1",111
"716","3","3",1111
"716","3","4",1115
"724","2","1",3825
"724","2","2",1789
"724","2","3",3205
"724","2","4",1394
"724","2","5",1255
"724","2","6",1301
"724","2","7",116
"724","2","8",1116
"724","2","9",1114
"724","2","A",1111
"724","1","1",3821
"724","1","2",1789
"724","1","3",3208
"724","1","4",1335
"724","1","5",1255
"724","1","6",1135
"724","1","7",1135
"724","1","8",1116
"724","1","9",1114
"724","1","A",1111
"728","1","1",1127
"728","1","2",1113
"728","1","3",111
"728","1","4",1112
"728","1","5",111
"728","1","7",111
"728","1","9",111
"729","2","1",1217
"729","2","2",1134
"729","2","3",1139
"729","2","4",1116
"729","2","7",111
"729","2","8",1113
"729","2","9",111
"729","1","1",1219
"729","1","2",1135
"729","1","3",1141
"729","1","4",1174
"729","1","7",111
"729","1","8",111
"729","1","9",1115
"729","1","A",5
"736","2","1",1151
"736","2","2",1119
"736","2","3",1126
"736","2","4",1112
"736","2","5",111
"736","2","8",1111
"736","2","A",1110
"736","1","1",1194
"736","1","2",1117
"736","1","3",1139
"736","1","4",1127
"736","1","5",1115
"736","1","6",111
"736","1","7",1112
"736","1","8",1111
"736","1","9",1111
"736","1","A",1111
"736","3","2",111
"736","3","3",111
"740","2","1",1227
"740","2","2",1139
"740","2","3",1251
"740","2","4",1132
"740","2","5",1139
"740","2","A",1114
"740","1","1",2126
"740","1","2",1239
"740","1","3",1315
"740","1","4",1168
"740","1","5",1122
"740","1","7",111
"740","1","8",1112
"740","1","9",1118
"740","1","A",1112
"740","3","2",111
"740","3","4",1118
"748","2","1",1285
"748","2","2",1119
"748","2","3",1129
"748","2","4",1173
"748","2","5",1111
"748","2","6",1111
"748","2","7",111
"748","2","8",1112
"748","2","9",111
"748","2","A",1110
"748","1","1",1407
"748","1","2",1166
"748","1","3",1236
"748","1","4",1221
"748","1","5",1189
"748","1","6",1112
"748","1","7",111
"748","1","8",1114
"748","1","9",1128
"748","1","A",1110
"748","3","1",1119
"748","3","2",111
"748","3","3",1114
"748","3","4",1115
"748","3","7",111
"748","3","8",111
"752","2","1",2703
"752","2","2",1386
"752","2","3",1288
"752","2","4",1459
"752","2","5",1228
"752","2","6",1121
"752","2","7",1111
"752","2","8",1115
"752","2","9",1113
"752","2","A",1112
"752","1","1",2704
"752","1","2",1391
"752","1","3",1319
"752","1","4",1465
"752","1","5",1226
"752","1","6",1118
"752","1","7",112
"752","1","8",1115
"752","1","9",1113
"752","1","A",1112
"756","2","1",11647
"756","2","2",11267
"756","2","3",11309
"756","2","4",11249
"756","2","5",11159
"756","2","6",11101
"756","2","7",11104
"756","2","8",1115
"756","2","9",1117
"756","2","A",1112
"756","1","1",11862
"756","1","2",11319
"756","1","3",11364
"756","1","4",11337
"756","1","5",11175
"756","1","6",11143
"756","1","7",11103
"756","1","8",1114
"756","1","9",1117
"756","1","A",1112
"760","2","1",1153
"760","2","2",1112
"760","2","3",1118
"760","2","4",1126
"760","2","5",1111
"760","2","6",1111
"760","2","7",111
"760","2","8",1119
"760","2","9",1111
"760","1","1",1286
"760","1","2",1123
"760","1","3",1165
"760","1","4",1129
"760","1","5",1117
"760","1","6",1118
"760","1","7",112
"760","1","8",1115
"760","1","9",1119
"762","1","1",1137
"762","1","2",1116
"762","1","4",1132
"764","2","1",2015
"764","2","2",1313
"764","2","3",1953
"764","2","4",1306
"764","2","5",1399
"764","2","6",1126
"764","2","7",1131
"764","2","8",1123
"764","2","9",1142
"764","2","A",1118
"764","1","1",1958
"764","1","2",1311
"764","1","3",1951
"764","1","4",1301
"764","1","5",1399
"764","1","6",1169
"764","1","7",1133
"764","1","8",1119
"764","1","9",1139
"764","1","A",1118
"764","3","1",1124
"764","3","2",1113
"764","3","3",1119
"764","3","4",111
"764","3","5",1116
"764","3","6",1111
"764","3","7",111
"764","3","9",111
"764","3","A",1110
"768","2","1",1146
"768","2","2",1116
"768","2","3",1181
"768","2","4",1132
"768","2","5",1111
"768","2","6",111
"768","2","7",111
"768","2","8",111
"768","1","1",1208
"768","1","2",1132
"768","1","3",1141
"768","1","4",1157
"768","1","5",1114
"768","1","6",1113
"768","1","7",111
"768","1","8",111
"768","1","9",1111
"768","1","A",1110
"768","3","1",1118
"768","3","2",1111
"768","3","3",111
"768","3","4",1115
"776","2","1",1264
"776","2","2",1134
"776","2","3",1234
"776","2","4",1113
"776","2","5",1117
"776","2","8",1126
"776","2","9",1119
"776","1","1",1227
"776","1","2",1133
"776","1","3",1267
"776","1","4",1169
"776","1","5",1137
"776","1","6",1113
"776","1","7",111
"776","1","8",1117
"776","1","9",1123
"776","1","A",1112
"776","3","4",111
"780","2","1",11142
"780","2","2",11117
"780","2","3",11112
"780","2","4",11115
"780","2","5",11112
"780","2","6",11101
"780","2","7",111
"780","2","8",1111
"780","2","9",1112
"780","2","A",1112
"780","1","1",11118
"780","1","2",11116
"780","1","3",11115
"780","1","4",11116
"780","1","5",11114
"780","1","6",1113
"780","1","7",111
"780","1","8",1113
"780","1","9",1112
"780","1","A",1112
"780","3","1",1126
"780","3","2",1118
"780","3","3",1116
"780","3","4",1118
"780","3","5",111
"780","3","8",111
"780","3","9",1111
"780","3","A",1110
"784","2","1",4065
"784","2","2",1595
"784","2","3",2423
"784","2","4",1666
"784","2","5",1572
"784","2","6",1113
"784","2","7",1111
"784","2","8",1116
"784","2","9",1123
"784","2","A",1114
"784","1","1",4738
"784","1","2",1698
"784","1","3",2839
"784","1","4",1727
"784","1","5",1493
"784","1","6",1125
"784","1","7",1126
"784","1","8",1129
"784","1","9",1199
"784","1","A",1124
"784","3","1",1299
"784","3","2",1136
"784","3","3",1174
"784","3","4",1122
"784","3","5",1129
"784","3","6",1113
"784","3","7",111
"784","3","8",1116
"784","3","9",1113
"784","3","A",1111
"788","2","1",1637
"788","2","2",1163
"788","2","3",1502
"788","2","4",1262
"788","2","5",1134
"788","2","6",1113
"788","2","7",1115
"788","2","8",1131
"788","2","9",1117
"788","2","A",1114
"788","1","1",1658
"788","1","2",1187
"788","1","3",1338
"788","1","4",1226
"788","1","5",1144
"788","1","6",1138
"788","1","7",1125
"788","1","8",1128
"788","1","9",1124
"788","1","A",1114
"792","2","1",1819
"792","2","2",1282
"792","2","3",1281
"792","2","4",1263
"792","2","5",1197
"792","2","6",1131
"792","2","7",1114
"792","2","8",1126
"792","2","9",1118
"792","2","A",1113
"792","1","1",1628
"792","1","2",1153
"792","1","3",1285
"792","1","4",1163
"792","1","5",1139
"792","1","6",1128
"792","1","7",1115
"792","1","8",1123
"792","1","9",1125
"792","1","A",1114
"795","2","1",1117
"795","1","1",1154
"795","1","2",1126
"795","1","3",1131
"795","1","4",1143
"796","2","1",1122
"796","2","3",1155
"796","2","5",1117
"796","2","8",1114
"796","1","1",1289
"796","1","2",1133
"796","1","3",1162
"796","1","4",1126
"796","1","5",1132
"796","1","6",1112
"796","1","7",111
"796","1","8",1111
"796","1","9",1112
"796","1","A",1110
"798","1","2",1111
"798","1","3",1132
"798","1","4",1166
"798","1","5",1122
"798","1","9",111
"800","2","1",1189
"800","2","2",1134
"800","2","3",1126
"800","2","4",1117
"800","2","5",1115
"800","2","6",1112
"800","2","7",111
"800","2","8",1111
"800","2","9",1111
"800","2","A",1113
"800","1","1",1204
"800","1","2",1137
"800","1","3",1139
"800","1","4",1127
"800","1","5",1123
"800","1","6",1113
"800","1","7",111
"800","1","8",1111
"800","1","9",1114
"800","1","A",1113
"800","3","1",1124
"800","3","2",1115
"800","3","4",1114
"800","3","5",111
"800","3","A",1110
"804","2","1",1275
"804","2","2",1142
"804","2","3",1153
"804","2","4",1159
"804","2","5",1129
"804","2","6",1114
"804","2","7",111
"804","2","8",1112
"804","2","9",1113
"804","2","A",1114
"804","1","1",1518
"804","1","2",1143
"804","1","3",1216
"804","1","4",1172
"804","1","5",1137
"804","1","6",1118
"804","1","7",111
"804","1","8",1112
"804","1","9",1119
"804","1","A",1113
"807","2","1",1194
"807","2","2",1115
"807","2","3",1149
"807","2","4",1141
"807","2","5",1115
"807","2","6",1113
"807","2","7",111
"807","2","8",1111
"807","2","9",1113
"807","1","1",1437
"807","1","2",1138
"807","1","3",1232
"807","1","4",1159
"807","1","5",1135
"807","1","6",1119
"807","1","7",111
"807","1","8",1116
"807","1","9",1118
"807","1","A",1112
"810","2","1",111
"810","2","2",111
"810","2","3",111
"810","2","4",113
"810","2","5",111
"810","2","6",112
"810","2","7",111
"810","1","1",111
"810","1","2",111
"810","1","3",111
"810","1","4",111
"810","1","7",111
"818","2","1",1212
"818","2","2",1139
"818","2","3",1159
"818","2","4",1136
"818","2","5",1117
"818","2","6",1123
"818","2","7",111
"818","2","8",1123
"818","2","9",1114
"818","2","A",1110
"818","1","1",1269
"818","1","2",1152
"818","1","3",1145
"818","1","4",1148
"818","1","5",1129
"818","1","6",1149
"818","1","7",1111
"818","1","8",1115
"818","1","9",1117
"818","1","A",1110
"826","2","1",11785
"826","2","2",11219
"826","2","3",112793
"826","2","4",11233
"826","2","5",11156
"826","2","6",11108
"826","2","7",11111
"826","2","8",1115
"826","2","9",1114
"826","2","A",1111
"826","1","1",11735
"826","1","2",11224
"826","1","3",11409
"826","1","4",11266
"826","1","5",11156
"826","1","6",11108
"826","1","7",11111
"826","1","8",1115
"826","1","9",1114
"826","1","A",1111
"834","2","1",1186
"834","2","2",1125
"834","2","3",11108
"834","2","4",1114
"834","2","5",1117
"834","2","6",1113
"834","2","7",1111
"834","2","8",1112
"834","2","9",1114
"834","2","A",1115
"834","1","1",11118
"834","1","2",11107
"834","1","3",11102
"834","1","4",11112
"834","1","5",11102
"834","1","6",11104
"834","1","7",11102
"834","1","8",1111
"834","1","9",1113
"834","1","A",1113
"834","3","1",1114
"834","3","2",1113
"834","3","3",1113
"834","3","4",1112
"834","3","5",111
"834","3","9",111
"840","2","1",1643
"840","2","2",1201
"840","2","3",1322
"840","2","4",1216
"840","2","5",1161
"840","2","6",114
"840","2","7",111
"840","2","8",1112
"840","2","9",1113
"840","2","A",1110
"840","1","1",2034
"840","1","2",1248
"840","1","3",1344
"840","1","4",1331
"840","1","5",1244
"840","1","6",1125
"840","1","7",1113
"840","1","8",1112
"840","1","9",1113
"840","1","A",1112
"840","3","1",1342
"840","3","2",1133
"840","3","3",1206
"840","3","4",1129
"840","3","5",1158
"840","3","6",1113
"840","3","7",111
"840","3","8",1111
"840","3","9",1113
"840","3","A",1110
"854","2","1",1121
"854","2","2",1116
"854","2","3",111
"854","2","4",1116
"854","2","5",1111
"854","2","7",111
"854","2","9",111
"854","2","A",1110
"854","1","1",1232
"854","1","2",1132
"854","1","3",1153
"854","1","4",1131
"854","1","5",1126
"854","1","6",1111
"854","1","7",1112
"854","1","8",1111
"854","1","9",1113
"854","1","A",1110
"858","2","1",2772
"858","2","2",1175
"858","2","3",1301
"858","2","4",1188
"858","2","5",1172
"858","2","6",1162
"858","2","7",1123
"858","2","9",1112
"858","2","A",1110
"858","1","1",1389
"858","1","2",1234
"858","1","3",1262
"858","1","4",1256
"858","1","5",1152
"858","1","6",1231
"858","1","7",1113
"858","1","8",1114
"858","1","9",1113
"858","1","A",1111
"860","1","1",1141
"860","1","2",1121
"860","1","3",1126
"860","1","4",1153
"862","2","1",1196
"862","2","2",1158
"862","2","3",1207
"862","2","4",1151
"862","2","5",1171
"862","2","6",1121
"862","2","7",1113
"862","2","8",1111
"862","2","9",1111
"862","2","A",1116
"862","1","1",1232
"862","1","2",1253
"862","1","3",1203
"862","1","4",1264
"862","1","5",1157
"862","1","6",1184
"862","1","7",1112
"862","1","8",1111
"862","1","9",1113
"862","1","A",1114
"862","3","3",1111
"882","2","1",1208
"882","2","2",1118
"882","2","3",1137
"882","2","4",1116
"882","2","5",1112
"882","2","6",111
"882","2","8",1114
"882","2","9",1111
"882","2","A",1110
"882","1","1",1219
"882","1","2",1126
"882","1","3",1169
"882","1","4",1152
"882","1","5",1136
"882","1","6",1113
"882","1","7",1113
"882","1","8",1114
"882","1","9",1116
"882","1","A",1112
"887","2","1",1396
"887","2","2",1141
"887","2","3",1295
"887","2","4",1119
"887","2","5",1117
"887","2","6",1117
"887","2","7",1114
"887","2","8",1114
"887","2","9",1114
"887","2","A",1112
"887","1","1",1185
"887","1","2",1126
"887","1","3",1139
"887","1","4",1138
"887","1","5",1124
"887","1","6",1114
"887","1","7",1111
"887","1","8",1112
"887","1","9",1116
"887","1","A",1110
"887","3","1",1126
"887","3","2",1111
"887","3","3",1115
"887","3","4",1112
"887","3","5",111
"887","3","A",1110
"890","2","1",1134
"890","2","2",1114
"890","2","3",1118
"890","2","4",1115
"890","2","5",113
"890","2","6",111
"890","1","1",1146
"890","1","2",1117
"890","1","3",1119
"890","1","4",1135
"890","1","5",1113
"890","1","6",1112
"890","1","7",112
"891","2","1",1147
"891","2","2",111
"891","2","3",1126
"891","2","4",1121
"891","2","5",1111
"891","2","6",1112
"891","2","7",1111
"891","2","8",1117
"891","2","9",1111
"891","2","A",1110
"891","1","1",1337
"891","1","2",1119
"891","1","3",1154
"891","1","4",1145
"891","1","5",1124
"891","1","6",1116
"891","1","7",1114
"891","1","8",1113
"891","1","9",1112
"891","1","A",1110
"894","2","1",1179
"894","2","2",1121
"894","2","3",1124
"894","2","4",1117
"894","2","5",1112
"894","2","6",1111
"894","2","7",1111
"894","2","8",111
"894","2","9",1
"894","2","A",1111
"894","1","1",1269
"894","1","2",1132
"894","1","3",1156
"894","1","4",1127
"894","1","5",1129
"894","1","6",1115
"894","1","7",1113
"894","1","8",1111
"894","1","9",1114
"894","1","A",1111
"894","3","1",1111
"894","3","4",111
