"rep","flow","fao_group","max_scheda"
"276","1","6",11105
"276","1","7",112
"276","1","8",1115
"276","1","9",1113
"276","1","A",1111
"288","2","1",1637
"288","2","2",1209
"288","2","3",1257
"288","2","4",1162
"288","2","5",1122
"288","2","6",1111
"288","2","7",111
"288","2","8",1111
"288","2","9",1112
"288","2","A",1110
"288","1","1",1713
"288","1","2",1217
"288","1","3",1281
"288","1","4",1365
"288","1","5",1167
"288","1","6",1117
"288","1","7",1125
"288","1","8",1111
"288","1","9",1116
"288","1","A",1111
"296","2","1",1245
"296","2","2",1142
"296","2","3",1145
"296","2","4",111
"296","2","5",1113
"296","2","9",1113
"296","2","A",1110
"296","1","1",1256
"296","1","2",1143
"296","1","3",1169
"296","1","4",1186
"296","1","5",1125
"296","1","6",1111
"296","1","8",1111
"296","1","9",1121
"300","2","1",2651
"300","2","2",1376
"300","2","3",1641
"300","2","4",1369
"300","2","5",1176
"300","2","6",1117
"300","2","7",1111
"300","2","8",1116
"300","2","9",1115
"300","2","A",1111
"300","1","1",2642
"300","1","2",1417
"300","1","3",1657
"300","1","4",1389
"300","1","5",1196
"300","1","6",1161
"300","1","7",113
"300","1","8",1116
"300","1","9",1114
"300","1","A",1111
"304","2","1",11591
"304","2","2",11268
"304","2","3",11227
"304","2","4",11202
"304","2","5",11132
"304","2","6",11163
"304","2","7",11101
"304","2","8",111
"304","2","9",1111
"304","2","A",1110
"304","1","1",11121
"304","1","2",11255
"304","1","3",11111
"304","1","4",11264
"304","1","5",11165
"304","1","6",1117
"304","1","7",111
"304","1","8",1111
"304","1","9",1116
"304","1","A",1112
"308","2","1",1155
"308","2","2",1118
"308","2","3",1132
"308","2","4",1113
"308","2","5",1112
"308","2","7",111
"308","2","9",111
"308","1","1",1185
"308","1","2",1148
"308","1","3",1155
"308","1","4",1135
"308","1","5",1118
"308","1","6",1114
"308","1","7",1112
"308","1","8",1112
"308","1","9",1111
"308","3","1",1118
"308","3","2",1114
"308","3","3",1112
"308","3","4",111
"308","3","5",111
"312","2","1",1118
"312","2","2",1114
"312","2","3",1128
"312","2","4",1115
"312","2","5",1114
"312","1","1",1198
"312","1","2",1128
"312","1","3",1165
"312","1","4",1147
"312","1","5",1122
"312","1","6",1111
"312","1","7",1111
"312","1","8",1112
"312","1","9",1111
"312","1","A",1110
"316","2","1",111
"316","2","2",111
"316","2","3",111
"316","2","4",111
"316","1","1",111
"316","1","2",111
"316","1","3",111
"316","1","4",111
"320","2","1",1196
"320","2","2",1124
"320","2","3",1162
"320","2","4",1116
"320","2","5",1121
"320","2","6",1112
"320","2","7",1111
"320","2","8",1111
"320","2","9",1113
"320","2","A",1112
"320","1","1",1257
"320","1","2",1127
"320","1","3",1206
"320","1","4",1203
"320","1","5",1131
"320","1","6",1115
"320","1","7",1112
"320","1","8",1111
"320","1","9",1113
"320","1","A",1111
"324","2","1",1403
"324","2","2",1164
"324","2","3",1216
"324","2","4",1116
"324","2","5",111
"324","2","6",1111
"324","2","7",111
"324","1","1",1442
"324","1","2",1183
"324","1","3",1246
"324","1","4",1218
"324","1","5",1131
"324","1","6",1111
"324","1","7",1112
"324","1","9",1117
"324","3","1",1111
"328","2","1",1323
"328","2","2",1154
"328","2","3",1179
"328","2","4",1116
"328","2","5",1126
"328","2","6",1111
"328","2","7",111
"328","2","8",1111
"328","2","9",1111
"328","2","A",1111
"328","1","1",1345
"328","1","2",1157
"328","1","3",1188
"328","1","4",1171
"328","1","5",1119
"328","1","6",1114
"328","1","7",111
"328","1","8",1112
"328","1","9",1111
"328","1","A",1112
"328","3","1",1115
"328","3","2",1113
"328","3","4",1115
"332","2","1",113
"332","2","2",111
"332","2","3",1136
"332","1","1",1111
"332","1","2",1111
"332","1","3",111
"332","1","4",1111
"332","1","6",112
"332","1","7",111
"340","2","1",1185
"340","2","2",1128
"340","2","3",1213
"340","2","4",1118
"340","2","5",1119
"340","2","6",1112
"340","2","7",1111
"340","2","8",1111
"340","2","9",1112
"340","2","A",1111
"340","1","1",1253
"340","1","2",1127
"340","1","3",1224
"340","1","4",1222
"340","1","5",1126
"340","1","6",1134
"340","1","7",1114
"340","1","8",1112
"340","1","9",1113
"340","1","A",1112
"340","3","1",1118
"340","3","3",1121
"340","3","4",1111
"344","2","1",11204
"344","2","2",11198
"344","2","3",11404
"344","2","4",11105
"344","2","5",11171
"344","2","6",11103
"344","2","7",11102
"344","2","8",1122
"344","2","9",1112
"344","2","A",1110
"344","1","1",11214
"344","1","2",11195
"344","1","3",11272
"344","1","4",11161
"344","1","5",11157
"344","1","6",11111
"344","1","7",1111
"344","1","8",1115
"344","1","9",1113
"344","1","A",1110
"344","3","1",11196
"344","3","2",11188
"344","3","3",11269
"344","3","4",11111
"344","3","5",11157
"344","3","6",11101
"344","3","7",1112
"344","3","8",1115
"344","3","9",1113
"344","3","A",1110
"348","2","1",1365
"348","2","2",1139
"348","2","3",1299
"348","2","4",1162
"348","2","5",1137
"348","2","6",1119
"348","2","7",1112
"348","2","8",1116
"348","2","9",1113
"348","2","A",1114
"348","1","1",1597
"348","1","2",1164
"348","1","3",1323
"348","1","4",1168
"348","1","5",1143
"348","1","6",1121
"348","1","7",1112
"348","1","8",1118
"348","1","9",1115
"348","1","A",1114
"352","2","1",2434
"352","2","2",1556
"352","2","3",1294
"352","2","4",1323
"352","2","5",1153
"352","2","6",1118
"352","2","7",1115
"352","2","8",1111
"352","2","9",1118
"352","2","A",1127
"352","1","1",1663
"352","1","2",1557
"352","1","3",1244
"352","1","4",1272
"352","1","5",1208
"352","1","6",1119
"352","1","7",1116
"352","1","8",1111
"352","1","9",1126
"352","1","A",1120
"356","2","1",1348
"356","2","2",1165
"356","2","3",1351
"356","2","4",1164
"356","2","5",1179
"356","2","6",1123
"356","2","7",1115
"356","2","8",1129
"356","2","9",1119
"356","2","A",1119
"356","1","1",1349
"356","1","2",1143
"356","1","3",1173
"356","1","4",1133
"356","1","5",1129
"356","1","6",1123
"356","1","7",1115
"356","1","8",1131
"356","1","9",1119
"356","1","A",1113
"360","2","1",1611
"360","2","2",1249
"360","2","3",1707
"360","2","4",1229
"360","2","5",1191
"360","2","6",1164
"360","2","7",1121
"360","2","8",1119
"360","2","9",1129
"360","2","A",1121
"360","1","1",1603
"360","1","2",1247
"360","1","3",1686
"360","1","4",1303
"360","1","5",1239
"360","1","6",1184
"360","1","7",1131
"360","1","8",1117
"360","1","9",1127
"360","1","A",1118
"364","2","1",1392
"364","2","2",1136
"364","2","3",1229
"364","2","4",1135
"364","2","5",1121
"364","2","6",1114
"364","2","7",111
"364","2","8",1113
"364","2","9",1111
"364","2","A",1110
"364","1","1",1391
"364","1","2",1141
"364","1","3",1177
"364","1","4",1151
"364","1","5",1111
"364","1","6",1116
"364","1","7",1111
"364","1","8",111
"364","1","9",1126
"364","1","A",1110
"368","2","1",111
"368","1","1",1227
"368","1","2",1121
"368","1","3",115
"368","1","4",1182
"368","1","6",111
"368","1","8",1111
"372","2","1",1949
"372","2","2",1303
"372","2","3",1349
"372","2","4",1196
"372","2","5",1153
"372","2","6",1117
"372","2","7",1112
"372","2","8",1116
"372","2","9",1115
"372","2","A",1112
"372","1","1",1914
"372","1","2",1299
"372","1","3",1355
"372","1","4",1228
"372","1","5",1154
"372","1","6",1119
"372","1","7",1112
"372","1","8",1116
"372","1","9",1115
"372","1","A",1111
"376","2","1",1172
"376","2","2",1119
"376","2","3",1125
"376","2","4",1128
"376","2","5",1111
"376","2","6",1113
"376","2","7",111
"376","2","9",1125
"376","2","A",1110
"376","1","1",1468
"376","1","2",1203
"376","1","3",1227
"376","1","4",1206
"376","1","5",1129
"376","1","6",1119
"376","1","7",1111
"376","1","8",1111
"376","1","9",1131
"376","1","A",1112
"380","2","1",2812
"380","2","2",1452
"380","2","3",1711
"380","2","4",1324
"380","2","5",1145
"380","2","6",1151
"380","2","7",112
"380","2","8",1115
"380","2","9",1114
"380","2","A",1111
"380","1","1",2818
"380","1","2",1459
"380","1","3",1719
"380","1","4",1326
"380","1","5",1146
"380","1","6",1151
"380","1","7",112
"380","1","8",1115
"380","1","9",1115
"380","1","A",1111
"384","2","1",1269
"384","2","2",1226
"384","2","3",1219
"384","2","4",1213
"384","2","5",1128
"384","2","6",1115
"384","2","7",1113
"384","2","8",1111
"384","2","9",1111
"384","2","A",1110
"384","1","1",11112
"384","1","2",1227
"384","1","3",1217
"384","1","4",1212
"384","1","5",1153
"384","1","6",1113
"384","1","7",1111
"384","1","8",1111
"384","1","9",1115
"384","1","A",1110
"384","3","1",1128
"384","3","3",1115
"384","3","4",1111
"388","2","1",11312
"388","2","2",11297
"388","2","3",11216
"388","2","4",11138
"388","2","5",11105
"388","2","6",11134
"388","2","7",111
"388","2","8",1111
"388","2","9",1111
"388","2","A",1110
"388","1","1",11205
"388","1","2",11303
"388","1","3",11132
"388","1","4",11169
"388","1","5",11123
"388","1","6",11102
"388","1","7",11102
"388","1","8",1111
"388","1","9",1115
"388","1","A",1112
"388","3","1",1187
"388","3","2",1153
"388","3","3",1155
"388","3","4",1155
"388","3","5",1121
"388","3","9",1112
"392","2","1",1891
"392","2","2",1253
"392","2","3",1369
"392","2","4",1383
"392","2","5",1288
"392","2","6",1111
"392","2","7",1111
"392","2","8",1113
"392","2","9",1125
"392","2","A",1110
"392","1","1",1899
"392","1","2",1259
"392","1","3",1389
"392","1","4",1236
"392","1","5",1258
"392","1","6",115
"392","1","7",1111
"392","1","8",1123
"392","1","9",1145
"392","1","A",1113
"398","2","1",1292
"398","2","2",1153
"398","2","3",1153
"398","2","4",1145
"398","2","5",1125
"398","2","6",1113
"398","2","7",1112
"398","2","8",111
"398","2","9",1113
"398","2","A",1115
"398","1","1",1544
"398","1","2",1183
"398","1","3",1229
"398","1","4",1191
"398","1","5",1142
"398","1","6",1119
"398","1","7",1113
"398","1","8",1112
"398","1","9",1118
"398","1","A",1115
"400","2","1",1121
"400","2","2",111
"400","2","3",111
"400","2","4",1113
"400","2","7",111
"400","2","9",1111
"400","1","1",1207
"400","1","2",1137
"400","1","3",1152
"400","1","4",1143
"400","1","5",1124
"400","1","6",1113
"400","1","7",111
"400","1","8",1111
"400","1","9",1116
"400","1","A",1110
"400","3","1",1149
"400","3","2",1119
"400","3","3",1119
"400","3","4",1115
"400","3","5",1113
"400","3","6",1111
"400","3","7",111
"400","3","8",111
"400","3","A",1110
"404","2","1",1533
"404","2","2",1183
"404","2","3",1317
"404","2","4",1126
"404","2","5",1119
"404","2","6",1132
"404","2","7",1111
"404","2","8",1112
"404","2","9",1111
"404","2","A",1114
"404","1","1",1561
"404","1","2",1145
"404","1","3",1145
"404","1","4",1129
"404","1","5",1121
"404","1","6",1136
"404","1","7",1111
"404","1","8",1112
"404","1","9",1112
"404","1","A",1114
"404","3","1",1144
"404","3","2",114
"404","3","3",111
"404","3","4",1112
"404","3","5",1111
"404","3","6",1111
"404","3","7",111
"408","2","1",11215
"408","2","2",11135
"408","2","3",11212
"408","2","4",11101
"408","2","5",11107
"408","2","7",111
"408","1","3",1216
"410","2","1",2189
"410","2","2",1673
"410","2","3",2439
"410","2","4",1341
"410","2","5",1564
"410","2","6",1165
"410","2","7",1131
"410","2","8",1124
"410","2","9",1221
"410","2","A",1113
"410","1","1",2196
"410","1","2",1667
"410","1","3",2444
"410","1","4",1228
"410","1","5",1312
"410","1","6",1234
"410","1","7",1121
"410","1","8",1126
"410","1","9",1198
"410","1","A",1115
"414","2","1",1894
"414","2","2",1259
"414","2","3",1449
"414","2","4",1166
"414","2","5",1124
"414","2","6",1123
"414","2","7",1112
"414","2","8",1112
"414","2","9",1113
"414","2","A",1110
"414","1","1",2048
"414","1","2",1272
"414","1","3",1505
"414","1","4",1347
"414","1","5",1242
"414","1","6",1139
"414","1","7",114
"414","1","8",1137
"414","1","9",1145
"414","1","A",1125
"414","3","1",1142
"414","3","2",1115
"414","3","3",1123
"414","3","4",1118
"414","3","5",1111
"414","3","7",111
"414","3","8",111
"414","3","9",111
"417","2","1",1327
"417","2","2",1132
"417","2","3",1167
"417","2","4",1119
"417","2","5",1111
"417","2","7",111
"417","2","9",1118
"417","2","A",1113
"417","1","1",1384
"417","1","2",1149
"417","1","3",1183
"417","1","4",1232
"417","1","5",1143
"417","1","6",1118
"417","1","7",1111
"417","1","8",1112
"417","1","9",1115
"417","1","A",1114
"417","3","4",111
"418","2","1",1153
"418","2","2",1113
"418","2","3",111
"418","2","4",1111
"418","2","6",111
"418","2","9",1113
"418","1","1",1261
"418","1","2",1159
"418","1","3",1261
"418","1","4",1173
"418","1","5",1152
"418","1","6",1112
"418","1","7",1118
"418","1","8",1114
"418","1","9",1121
"418","1","A",1112
"422","2","1",1406
"422","2","2",1191
"422","2","3",1341
"422","2","4",1182
"422","2","5",1143
"422","2","6",1111
"422","2","7",111
"422","2","8",1111
"422","2","9",1113
"422","2","A",1110
"422","1","1",1574
"422","1","2",1183
"422","1","3",1332
"422","1","4",1153
"422","1","5",1134
"422","1","6",1117
"422","1","7",1121
"422","1","8",1111
"422","1","9",1114
"422","1","A",1110
"426","2","1",1352
"426","2","2",1112
"426","2","3",1116
"426","2","4",1192
"426","2","6",1111
"426","2","7",111
"426","2","8",1117
"426","2","9",111
"426","1","1",1455
"426","1","2",1164
"426","1","3",1242
"426","1","4",1225
"426","1","5",1167
"426","1","6",1112
"426","1","7",111
"426","1","8",1111
"426","1","9",1138
"426","1","A",1119
"428","2","1",1548
"428","2","2",1158
"428","2","3",1247
"428","2","4",1163
"428","2","5",1135
"428","2","6",1117
"428","2","7",1111
"428","2","8",1115
"428","2","9",1113
"428","2","A",1112
"428","1","1",1626
"428","1","2",1159
"428","1","3",1298
"428","1","4",1164
"428","1","5",1137
"428","1","6",1119
"428","1","7",1111
"428","1","8",1115
"428","1","9",1113
"428","1","A",1112
"430","2","1",111
"430","2","2",1111
"430","2","3",1111
"430","2","4",1112
"430","1","1",111
"430","1","2",11101
"430","1","3",1111
"430","1","4",11116
"430","1","5",111
"430","1","6",111
"434","2","1",1222
"434","2","3",1154
"434","2","4",1131
"434","2","6",1113
"434","1","1",1443
"434","1","2",1139
"434","1","3",1209
"434","1","4",1273
"434","1","5",1154
"434","1","6",111
"434","1","7",1122
"434","1","8",1112
"434","1","9",1113
"440","2","1",1563
"440","2","2",1159
"440","2","3",1259
"440","2","4",1159
"440","2","5",1132
"440","2","6",1119
"440","2","7",1111
"440","2","8",1113
"440","2","9",1113
"440","2","A",1113
"440","1","1",1643
"440","1","2",1158
"440","1","3",1325
"440","1","4",1177
"440","1","5",1145
"440","1","6",1126
"440","1","7",1111
"440","1","8",1113
"440","1","9",1113
"440","1","A",1112
"442","2","1",1529
"442","2","2",1145
"442","2","3",1279
"442","2","4",1155
"442","2","5",1133
"442","2","6",1114
"442","2","7",1111
"442","2","8",1113
"442","2","9",1113
"442","2","A",1111
"442","1","1",1669
"442","1","2",1164
"442","1","3",1311
"442","1","4",1157
"442","1","5",1136
"442","1","6",1116
"442","1","7",1111
"442","1","8",1114
"442","1","9",1113
"442","1","A",1111
"446","2","1",1207
"446","2","2",1196
"446","2","3",1237
"446","2","4",1164
"446","2","5",1119
"446","2","6",1131
"446","2","7",112
"446","2","8",1111
"446","2","9",1112
"446","2","A",1112
"446","1","1",1389
"446","1","2",1196
"446","1","3",1362
"446","1","4",1226
"446","1","5",1131
"446","1","6",115
"446","1","7",1111
"446","1","8",1114
"446","1","9",1118
"446","1","A",1113
"446","3","1",1176
"446","3","2",1124
"446","3","3",1199
"446","3","4",1133
"446","3","5",1129
"446","3","6",1111
"446","3","7",111
"446","3","8",1112
"446","3","9",1111
"446","3","A",1114
"450","2","1",1184
"450","2","2",1124
"450","2","3",1206
"450","2","4",1117
"450","2","5",1117
"450","2","6",1113
"450","2","7",1111
"450","2","8",1113
"450","2","9",1114
"450","2","A",1111
"450","1","1",1189
"450","1","2",1137
"450","1","3",1184
"450","1","4",1152
"450","1","5",1129
"450","1","6",1116
"450","1","7",111
"450","1","8",1111
"450","1","9",1117
"450","1","A",1115
"450","3","1",1114
"450","3","2",111
"450","3","3",1112
"450","3","4",1111
"450","3","8",111
"450","3","9",111
"450","3","A",1111
"454","2","1",1134
"454","2","2",1151
"454","2","3",1118
"454","2","4",1113
"454","2","7",111
"454","2","8",111
"454","2","9",111
"454","1","1",1256
"454","1","2",1163
"454","1","3",1138
"454","1","4",1119
"454","1","5",1134
"454","1","6",1115
"454","1","7",1111
"454","1","8",1111
"454","1","9",1113
"454","1","A",1110
"454","3","2",111
"454","3","3",1112
"454","3","4",1113
"458","2","1",1499
"458","2","2",1346
"458","2","3",1789
"458","2","4",1421
"458","2","5",1401
"458","2","6",1129
"458","2","7",1188
"458","2","8",1119
"458","2","9",1133
"458","2","A",1134
"458","1","1",1502
"458","1","2",1345
"458","1","3",1801
"458","1","4",1426
"458","1","5",1386
"458","1","6",1136
"458","1","7",1194
"458","1","8",1119
"458","1","9",1134
"458","1","A",1129
"458","3","1",1177
"458","3","2",1133
"458","3","3",1168
"458","3","4",1144
"458","3","5",1132
"458","3","6",1114
"458","3","7",1112
"458","3","8",1111
"458","3","9",1113
"458","3","A",1111
"462","2","1",1347
"462","2","2",11112
"462","2","3",1128
"462","2","4",1123
"462","2","5",111
"462","2","6",1111
"462","2","7",1111
"462","2","8",1117
"462","1","1",1378
"462","1","2",1199
"462","1","3",1299
"462","1","4",1158
"462","1","5",1133
"462","1","6",1111
"462","1","7",111
"462","1","8",1119
"462","1","9",1119
"462","1","A",1111
"466","2","1",1238
"466","2","2",1192
"466","2","3",1214
"466","2","4",1114
"466","2","7",1115
"466","2","A",1110
"466","1","1",1312
"466","1","2",1197
"466","1","3",1229
"466","1","4",11116
"466","1","5",1159
"466","1","6",1116
"466","1","7",1112
"466","1","8",1111
"466","1","9",1119
"466","1","A",1110
"466","3","4",111
"470","2","1",1252
"470","2","2",1119
"470","2","3",1149
"470","2","4",1133
"470","2","5",1119
"470","2","6",111
"470","2","7",1111
"470","2","8",111
"470","2","9",111
"470","2","A",1111
"470","1","1",1515
"470","1","2",1153
"470","1","3",1261
"470","1","4",1173
"470","1","5",1137
"470","1","6",1121
"470","1","7",1111
"470","1","8",1116
"470","1","9",1113
"470","1","A",1113
"470","3","1",1143
"470","3","2",1115
"470","3","3",1122
"470","3","4",1125
"470","3","5",1115
"470","3","9",111
"474","2","1",1118
"474","2","2",113
"474","2","3",1127
"474","2","4",1112
"474","2","5",1113
"474","2","8",111
"474","1","1",1215
"474","1","2",1126
"474","1","3",1163
"474","1","4",1149
"474","1","5",1121
"474","1","6",1112
"474","1","7",1111
"474","1","8",1111
"474","1","9",1111
"474","1","A",1110
"478","2","1",1682
"478","2","2",1143
"478","2","3",1329
"478","2","4",1153
"478","2","5",1142
"478","2","6",1113
"478","2","7",1111
"478","1","1",1685
"478","1","2",1142
"478","1","3",1336
"478","1","4",1207
"478","1","5",1147
"478","1","6",1112
"478","1","7",1115
"478","1","9",1116
"480","2","1",1201
"480","2","2",1133
"480","2","3",1142
"480","2","4",1129
"480","2","5",1116
"480","2","6",1111
"480","2","7",111
"480","2","8",1111
"480","2","9",1113
"480","2","A",1110
"480","1","1",1266
"480","1","2",1148
"480","1","3",1189
"480","1","4",1138
"480","1","5",1131
"480","1","6",114
"480","1","7",111
"480","1","8",1112
"480","1","9",1113
"480","1","A",1110
"480","3","1",1176
"480","3","2",1119
"480","3","3",1135
"480","3","4",1125
"480","3","5",1125
"480","3","6",1111
"480","3","7",111
"480","3","8",111
"480","3","9",1114
"480","3","A",1110
"484","2","1",1648
"484","2","2",1153
"484","2","3",1351
"484","2","4",1135
"484","2","5",1164
"484","2","6",1116
"484","2","7",1112
"484","2","8",1115
"484","2","9",1119
"484","2","A",1113
"484","1","1",1441
"484","1","2",1154
"484","1","3",1192
"484","1","4",1184
"484","1","5",1207
"484","1","6",1114
"484","1","7",1112
"484","1","8",1116
"484","1","9",1119
"484","1","A",1112
"496","2","1",1214
"496","2","2",1114
"496","2","3",1116
"496","2","4",1185
"496","2","9",1111
"496","2","A",1110
"496","1","1",1267
"496","1","2",1138
"496","1","3",1179
"496","1","4",1182
"496","1","5",1141
"496","1","6",1111
"496","1","8",1111
"496","1","9",1118
"496","1","A",1110
"496","3","1",111
"496","3","4",1112
"496","3","9",111
"498","2","1",1133
"498","2","2",1122
"498","2","3",1115
"498","2","4",1133
"498","2","5",1111
"498","2","7",111
"498","2","8",111
"498","2","9",111
"498","2","A",1110
"498","1","1",1461
"498","1","2",1147
"498","1","3",1182
"498","1","4",1159
"498","1","5",1131
"498","1","6",1115
"498","1","7",1111
"498","1","8",1112
"498","1","9",1114
"498","1","A",1113
"498","3","1",1138
"498","3","2",1116
"498","3","3",1116
"498","3","4",1121
"498","3","5",1112
"498","3","7",111
"498","3","9",111
"499","2","1",1156
"499","2","2",1114
"499","2","3",1137
"499","2","4",1117
"499","2","5",1116
"499","2","6",111
"499","2","8",111
"499","1","1",1253
"499","1","2",1127
"499","1","3",1154
"499","1","4",1119
"499","1","5",1124
"499","1","6",1112
"499","1","7",111
"499","1","8",1111
"499","1","9",1113
"499","1","A",1110
"500","1","1",1188
"500","1","2",1134
"500","1","3",1135
"500","1","4",1122
"500","1","5",1113
"500","1","6",1111
"500","1","8",111
"500","1","9",111
"504","2","1",1676
"504","2","2",1209
"504","2","3",1379
"504","2","4",1224
"504","2","5",1158
"504","2","6",1163
"504","2","7",111
"504","2","8",1115
"504","2","9",1128
"504","2","A",1116
"504","1","1",1695
"504","1","2",1218
"504","1","3",1252
"504","1","4",1179
"504","1","5",1145
"504","1","6",1157
"504","1","7",112
"504","1","8",1116
"504","1","9",1121
"504","1","A",1115
"508","2","1",1244
"508","2","2",1137
"508","2","3",1325
"508","2","4",1123
"508","2","5",1121
"508","2","6",1112
"508","2","7",1111
"508","2","8",112
"508","2","9",2
"508","2","A",1112
"508","1","1",1327
"508","1","2",1155
"508","1","3",1322
"508","1","4",1199
"508","1","5",1145
"508","1","6",1118
"508","1","7",1121
"508","1","8",1115
"508","1","9",1121
"508","1","A",1115
"512","2","1",1321
"512","2","2",1131
"512","2","3",1161
"512","2","4",1116
"512","2","5",1118
"512","2","6",1113
"512","2","7",111
"512","2","8",1112
"512","2","A",1113
"512","1","1",1346
"512","1","2",1145
"512","1","3",1163
"512","1","4",1121
"512","1","5",1126
"512","1","6",1112
"512","1","7",1111
"512","1","8",1115
"512","1","9",1115
"512","1","A",1113
"512","3","1",1193
"512","3","2",1118
"512","3","3",1131
"512","3","4",1117
"512","3","5",1113
"512","3","6",1112
"512","3","7",111
"512","3","8",111
"512","3","9",1112
"516","2","1",1414
"516","2","2",1145
"516","2","3",1206
"516","2","4",1148
"516","2","5",1168
"516","2","6",1113
"516","2","7",1112
"516","2","8",1113
"516","2","9",1118
"516","2","A",1112
"516","1","1",1314
"516","1","2",1149
"516","1","3",1202
"516","1","4",1146
"516","1","5",1165
"516","1","6",1112
"516","1","7",111
"516","1","8",1114
"516","1","9",1116
"516","1","A",1112
"516","3","1",1127
"516","3","2",1113
"516","3","3",1115
"516","3","4",1123
"516","3","5",1115
"516","3","6",1111
"516","3","7",111
"516","3","8",1111
"516","3","9",111
"524","2","1",1144
"524","2","2",1113
"524","2","3",1115
"524","2","4",1112
"524","2","6",111
"524","2","7",111
"524","2","8",111
"524","2","A",1112
"524","1","1",1259
"524","1","2",1148
"524","1","3",1178
"524","1","4",1149
"524","1","5",1139
"524","1","6",1117
"524","1","7",111
"524","1","8",1112
"524","1","9",1119
"524","1","A",1110
"528","2","1",2865
"528","2","2",1503
"528","2","3",1667
"528","2","4",1314
"528","2","5",1178
"528","2","6",1116
"528","2","7",1111
"528","2","8",1115
"528","2","9",1114
"528","2","A",1111
"528","1","1",2873
"528","1","2",1506
"528","1","3",1671
"528","1","4",1316
"528","1","5",1176
"528","1","6",1115
"528","1","7",1111
"528","1","8",1115
"528","1","9",1114
"528","1","A",1111
"530","2","1",1289
"530","2","2",1123
"530","2","3",1183
"530","2","4",1139
"530","2","5",1119
"530","2","7",1112
"530","2","8",1114
"530","1","1",1689
"530","1","2",1248
"530","1","3",1345
"530","1","4",1279
"530","1","5",1194
"530","1","6",1121
"530","1","7",112
"530","1","8",1123
"530","1","9",1119
"530","1","A",1113
"531","2","1",1157
"531","2","2",1116
"531","2","3",1123
"531","2","4",1116
"531","2","5",1111
"531","2","6",1111
"531","2","8",111
"531","2","9",111
"531","2","A",1110
"531","1","1",1212
"531","1","2",1123
"531","1","3",1136
"531","1","4",1121
"531","1","5",1125
"531","1","6",111
"531","1","8",111
"531","1","9",1112
"531","1","A",1110
"533","2","1",1146
"533","2","2",1115
"533","2","3",1131
"533","2","4",1119
"533","2","5",1115
"533","2","6",1111
"533","2","9",111
"533","1","1",1261
"533","1","2",1144
"533","1","3",1184
"533","1","4",1154
"533","1","5",1137
"533","1","6",1116
"533","1","7",1112
"533","1","8",111
"533","1","9",1113
"533","1","A",1110
"540","2","1",1244
"540","2","2",1172
"540","2","3",1271
"540","2","4",1173
"540","2","5",1135
"540","2","6",111
"540","2","7",111
"540","2","8",1115
"540","2","9",1112
"540","2","A",1110
"540","1","1",1371
"540","1","2",1236
"540","1","3",1314
"540","1","4",1203
"540","1","5",1138
"540","1","6",1113
"540","1","7",111
"540","1","8",1114
"540","1","9",1113
"540","1","A",1110
"548","2","1",1246
"548","2","2",1119
"548","2","3",1165
"548","2","4",1111
"548","2","5",1112
"548","2","8",1128
"548","2","A",1112
"548","1","1",1235
"548","1","2",1141
"548","1","3",1195
"548","1","4",1175
"548","1","5",1133
"548","1","6",1114
"548","1","7",111
"548","1","8",1115
"548","1","9",1113
"548","1","A",1113
"548","3","4",1111
"554","2","1",13512
"554","2","2",11334
"554","2","3",12132
"554","2","4",11375
"554","2","5",11313
"554","2","6",1126
"554","2","7",11111
"554","2","8",1112
"554","2","9",1119
"554","2","A",1111
"554","1","1",1699
"554","1","2",1191
"554","1","3",1315
"554","1","4",1239
"554","1","5",1214
"554","1","6",1117
"554","1","7",1111
"554","1","8",1113
"554","1","9",1122
"554","1","A",1111
"554","3","1",1384
"554","3","2",1134
"554","3","3",1218
"554","3","4",1137
"554","3","5",1145
"554","3","6",1116
"554","3","7",1111
"554","3","8",1111
"554","3","9",1118
"554","3","A",1111
"558","2","1",1331
"558","2","2",1125
"558","2","3",1187
"558","2","4",1121
"558","2","5",1115
"558","2","6",1111
"558","2","7",1111
"558","2","8",111
"558","2","9",1111
"558","2","A",1111
"558","1","1",1367
"558","1","2",1127
"558","1","3",1297
"558","1","4",1183
"558","1","5",1126
"558","1","6",1115
"558","1","7",1111
"558","1","8",1112
"558","1","9",1113
"558","1","A",1111
"562","2","1",1133
"562","2","2",1122
"562","2","3",1121
"562","2","4",1119
"562","2","6",111
"562","2","8",111
"562","2","9",1113
"562","1","1",1189
"562","1","2",1127
"562","1","3",1139
"562","1","4",1139
"562","1","5",1121
"562","1","6",1112
"562","1","7",1113
"562","1","8",1111
"562","1","9",1113
"562","1","A",1110
"562","3","1",1113
"562","3","4",1114
"566","2","1",1467
"566","2","2",1231
"566","2","3",1324
"566","2","4",1133
"566","2","5",1142
"566","2","6",111
"566","2","8",1117
"566","2","9",1111
"566","2","A",1110
"566","1","1",1676
"566","1","2",1291
"566","1","3",1368
"566","1","4",1212
"566","1","5",1163
"566","1","6",1116
"566","1","7",1119
"566","1","8",1112
"566","1","9",1117
"566","1","A",1110
"578","2","1",2323
"578","2","2",1527
"578","2","3",1266
"578","2","4",1463
"578","2","5",1183
"578","2","6",1127
"578","2","7",1112
"578","2","8",1111
"578","2","9",1119
"578","2","A",1121
"578","1","1",2325
"578","1","2",1523
"578","1","3",1259
"578","1","4",1433
"578","1","5",1186
"578","1","6",1127
"578","1","7",1112
